market_theme,rank,keyword,story_title,author,url,objectID,clean_text
Developer Ecosystem & Integrations,2,film,Show HN: I built an open-source analytics platform for Claude Code sessions,jjak82,https://github.com/ConfabulousDev/confab-web,47169038,"Show HN: I built an open-source analytics platform for Claude Code sessions. Claude Code is becoming central to how teams write software, but session data is ephemeral and costs are opaque. So I built Confabulous — a self-hosted platform that captures, archives, and analyzes every session across your team. Your sessions contain real code and architecture decisions — they never leave your network. Multiplayer with GitHub/Google/OIDC auth. What you get (so far): → archive with full-text search → per-session and aggregate, by model, with trend charts → — tool usage, files modified, agent invocations, Claude utilization % → - with actionable improvement suggestions → with automatic secret redaction → — sessions auto-link to PRs and commits Example from Christmas time: https://lnkd.in/guVb5Nx2 Things are moving fast — new features rolling out regularly. Open source: https://lnkd.in/gi5eqxh8 Or try it at https://confabulous.dev Generated with Claude Code"
Developer Ecosystem & Integrations,3,film,Show HN: Recall – Persistent Memory for Claude Code via MCP Hooks,elfenleid,https://recallmcp.com,47189906,"Show HN: Recall – Persistent Memory for Claude Code via MCP Hooks. Hi HN, A while back I posted about recall MCP - https://news.ycombinator.com/item?id=45516584 Since then I updated a series of times and received quite a good amount of positive response. I decided to take it a step further and make it an actual product. It has been a super interesting journey. I built Recall because I was spending 10+ minutes every Claude Code session re-explaining my project. Architecture, conventions, past decisions — all gone after a session restart or context compaction. Recall is an MCP server that gives Claude Code persistent memory. It works by running four lifecycle hooks: - session-start: fetches relevant memories and injects them as context - observe: captures key events (git commits, file changes, decisions) silently after Write/Edit/Task operations - pre-compact: saves critical state before Claude's context window gets summarised (this is the most valuable hook — compaction kills nuance) - session-end: records a session summary Install as a native Claude Code plugin: /plugin install recall@claude-plugins-official /recall:setup ← connects your API key The plugin bundles the MCP server config, all 4 hooks, and auto-updates itself in the background. Alternatively, hooks-only install is still available for those who prefer it: curl -fsSL https://recallmcp.com/install-hooks | bash Hooks are pure bash + curl. No daemon, no npm packages, no background processes. Every hook exits 0 on errors so it never blocks Claude. Memory is stored in Redis with semantic search via embeddings (Voyage AI, Cohere, OpenAI, or others). Each tenant gets isolated storage with AES-256-GCM encryption. Some features that might be interesting to this audience: 1. Native Claude Code plugin — ships as a proper plugin installable with `/plugin install recall@claude-plugins-official`. Bundles MCP server config + all 4 hooks. Auto-updates in the background. 2. Webhook ingestion — route GitHub/Stripe/any webhook into a Claude session. Your AI becomes event-aware. 3. Self-hosted — `curl -fsSL https://install.recallmcp.com | bash` gives you a Docker Compose stack with Redis + Recall. $12/mo license, air-gapped compatible. 4. Team sharing — one Claude learns, all team Claudes know. Workspace-scoped with selective sharing. Open source (MIT): https://github.com/joseairosa/recall Hosted: https://recallmcp.com (free tier: 500 memories) Technical details: TypeScript, Express 5, Redis/Valkey adapters, Drizzle ORM for billing/teams on PostgreSQL, StreamableHTTP MCP transport. 16 consolidated MCP tools exposed. Happy to discuss the architecture, MCP protocol integration, or the memory/embedding strategy."
Early Product Feedback & Tool Discovery,1,platform,Making Video Games in 2025 (without an engine),0cf8612b2e1e,https://news.ycombinator.com/item?id=47227121,47227121,Making Video Games in 2025 (without an engine). It was also originally created for the PICO8 platform. Which is as minimal as you can get.
Early Product Feedback & Tool Discovery,2,creator,The Excommunicated Devs Making Games with AI,RobertLong,https://news.ycombinator.com/item?id=47229404,47229404,"The Excommunicated Devs Making Games with AI. I spent quite a bit of time making games/social WebXR stuff in Three.js. There is unfortunately a ceiling to what commercial success you can have there. Sure there's all the .io games which see a bunch of kids playing games from their school computers, but as much as I'd like to see it, web games aren't going to be as impressive as native PC/Console games. It's not really technology, mostly just the market isn't there. The models are pretty decent at building simple Three.js/Phaser games, but if you want to work with Unity/Unreal/Godot you're going to need a MCP or other tool to get them to work with the engine's tooling/context. I just so happen to work on one for Unity https://bezi.com I will say, while I think the current models are very impressive with generating code for most game mechanics. They are still terrible at spatial awareness. Gemini Pro 3.1 is showing some promise here, the latest Opus/Sonnet models are...ok. But there's still a lot left to be desired. You also still really need to know how to make games both creatively and technically to pull off prompting a game into existence. So are you going to vibecode your way to the next SimCity / Civ without knowing some game dev? Probably not right now and I think that's for the best. People want games that are creative and unique. But a passionate hobbyist who has never made a game, knows some programming, and has a vision for a great game now has an amazing tool set to build their dream game and that's pretty cool!"
Early Product Feedback & Tool Discovery,3,creator,Making Video Games in 2025 (without an engine),Levitating,https://news.ycombinator.com/item?id=47218412,47218412,"Making Video Games in 2025 (without an engine). That's not necessarily true, engines also create overhead. If you create your own engine, you can tailor it exactly to your use case. Besides not all games need performance, I have been working on a clone of the original elite game using SDL. It gets 6000 fps easily."
Open Platform & Trust Signals,1,platform,Meta’s AI smart glasses and data privacy concerns,chwahoo,https://news.ycombinator.com/item?id=47227715,47227715,"Meta’s AI smart glasses and data privacy concerns. Perhaps I'm ignorant. I know some of the criticism of Meta: many people don't like the way their products are optimized for engagement. I've heard about their weird AI bots interacting on their platform as if they were people. And I know people of all political stripes have had complaints about content moderation and their algorithm. But all of that is within the bounds of the law and their terms of service. None of it would remotely approach something like: bypassing the well-advertised features in the glasses that show when the camera is in use and secretly recording things to train AI. It's hard to imagine any company's lawyers approving something like that. (this sounds like what many commenters believe is happening) FWIW, I suspect this is the relevant section of the Privacy policy: > ""When you use the Meta AI service on your AI Glasses (if available for your device), we use your information, like Media and audio recordings of your voice to provide the service."" from: https://www.meta.com/legal/privacy-policy/ if so, ""to provide the service"" is doing a lot of work"
Open Platform & Trust Signals,2,film,Use the Mikado Method to do safe changes in a complex codebase,hinkley,https://news.ycombinator.com/item?id=47224079,47224079,"Use the Mikado Method to do safe changes in a complex codebase. Mikado is really only powerful when dealing with badly coupled code. Outside of that context you’re kinda cosplaying (like people peppering Patterns in code without an actual plan). Refactoring is generally useful for annealing code enough that you can reshape it into separate concerns. But when the work hardening has been going on far too long there usually seems like there’s no way to get from A->D without just picking a day when you feel invincible, getting high on caffeine, putting on your uptempo playlist and telling people not to even look at you until you file your +1012 -872 commit. I used to be able to do those before lunch. I also found myself to be the new maintainer of that code afterward. That doesn’t work when you’re the lead and people need to use you to brainstorm getting unblocked or figuring out weird bugs (especially when calling your code). All the plates fall at that point. It was less than six months after I figured out the workaround that I learned the term Mikado, possibly when trying to google if anyone else had figured out what I had figured out. I still like my elevator pitch better than theirs: Work on your “top down” refactor until you realize you’ve found yet another whole call tree you need to fix, and feel overwhelmed/want to smash your keyboard. This is the Last Straw. Go away from your keyboard until you calm down. Then come back, stash all your existing changes, and just fix the Last Straw. For me I find that I’m always that meme of the guy giving up just before he finds diamonds in the mine. The Last Straw is always 1-4 changes from the bottom of the pile of suck, and then when you start to try to propagate that change back up the call stack, you find 75% of that other code you wrote is not needed, and you just need to add an argument or a little conditional block here and there. So you can use your IDE’s local history to cherry pick a couple of the bits you already wrote on the way down that are relevant, and dump the rest. But you have to put that code aside to fight the Sunk Cost Fallacy that’s going to make you want to submit that +1012 instead of the +274 that is all you really needed. And by the way is easier to add more features to in the next sprint."
Open Platform & Trust Signals,3,platform,A16z partner says that the theory that we’ll vibe code everything is wrong,ksec,https://news.ycombinator.com/item?id=47200800,47200800,"A16z partner says that the theory that we’ll vibe code everything is wrong. >In this article I will try to explain why I find his framing fascinating but incomplete. Evans structures technology history in cycles. Every 10-15 years, the industry reorganizes around a new platform: mainframes (1960s-70s), PCs (1980s), web (1990s), smartphones (2000s-2010s). Each shift pulls all innovation, investment, and company creation into its orbit. Generative AI appears to be the next platform shift, or it could break the cycle entirely. A lot of the AI and LLM argument on whether it is really eating the world misses one point, and I think Evans implied but not pointed out explicitly. Had it not been AI investment, we wouldn't have the current hardware improvement and innovation rate. Most people have heard about the limit of Moore's law, but every single time it appeared in headline is an economic model limit rather than limit of physics. We were predicting a stop to growth in 90s because we couldn't see a 400M PC market shipment in 2010. Turns out Smartphone carried that forward, and it is what funded growth of TSMC when most on HN even knew much or heard of TSMC. The same goes with LPDDR RAM, Pure Play IP, Wireless, Network, etc. All the hardware improvements that came with Smartphone is now continued to be developed at rapid pace due to AI and Hyperscaler. What Evan were suggesting is much simpler, could AI automate things that previously were not possible for 99% of business outside of Tech and Software. The answer is a simple yes. And worth pointing out ChartGPT is closing in on a billion weekly active user. A lot of HN discussion about AI often centered around software development. And whether it is good enough of it. Most of the world outside are happy enjoying AI for many things. What used to require a mildly technical person to do on excel can not be done without one. It is opening up software to even more people. It is creating more value than people imagine, and users are willing to paid for it."
Platform Perception & Social Sentiment,1,platform,Why Objective-C,LoganDark,https://news.ycombinator.com/item?id=47222065,47222065,"Why Objective-C. > As for OLE, you're actually thinking of COM, not OLE. They were co-developed together: COM is a cross-language object system (like GObject), while OLE is a set of COM interfaces for embedding documents in other arbitrary documents. Like, if you want to put a spreadsheet into a Word document, OLE is the way you have to do that. Microsoft even built much of IE[0] on top of OLE to serve as its extension mechanism. Oops, you are right about COM. I got them mixed up because I was thinking of the integration in WordPad. > Mac apps are Mac native because Apple gives enough of a shit about being visually consistent that anyone using a cross-platform widget toolkit is going to look out of place. Windows abandoned the concept of a unified visual identity when Windows 8 decided to introduce an entirely new visual design built around an entirely new[1] widget toolkit, with no consideration of how you'd apply any of that to apps using USER.dll/Common Controls. As it stands today, Windows does not have a good answer to ""what widget toolkit do I use to write my app"", and even Microsoft's own software teams either write their own toolkits or just use Electron. Mac apps are Mac native because the APIs are amazing and the ROI can be really really good. It takes so much effort to do the same from scratch, especially cross-platform, that, you're right, I can smell anything written in Qt (because the hitboxes and layout are off) or GTK (because the widget rendering is off). With that said though, wxWidgets seems to translate EXTREMELY well to macOS, though last I used it, it didn't have good support for Mojave's dark mode. Maybe support is better nowadays. For example, Audacity appears to me as just a crammed Mac-native app rather than blatant use of a cross-platform toolkit, and wxPython used well can be completely mistaken for fully native."
Platform Perception & Social Sentiment,2,platform,Smartphone market forecast to decline this year due to memory shortage,laughing_man,https://news.ycombinator.com/item?id=47200581,47200581,"Smartphone market forecast to decline this year due to memory shortage. >You can do the core functionality of your product as cross platform, to some extend, but once you hit the interaction with the OS and especially the UI libraries of the OS, I think you'd get better software if you just accept that you'll need to write multiple application. Or you can use a VM, which is essentially what a modern browser is anyway. I wrote and maintained a Java app for many years with seamless cross platform development. The browser is the right architecture. It's the implementation that's painful, mostly for historical reasons."
Platform Perception & Social Sentiment,3,platform,Simplenote is no longer in active development,eviks,https://news.ycombinator.com/item?id=47196271,47196271,"Simplenote is no longer in active development. What a coincidence, was just looking for a replacement of Simplenote! With hundreds of note taking apps coming and going, is there any single performant cross-platform non-Electron app with great conflict resolution for simple notes? Just to be more useful than an overpowered code editor + a file cloud? Checked just 2 of these conditions here (native Windows and macOS and some iOS startup benchmarks) and there is literally not a single app!!! (to be fair, not every app is likely tested, but even without those it's 6 apps) https://noteapps.info/features?group=performance"
Pricing & Monetization Concerns,1,platform,Show HN: YourFinanceWORKS – Open-source financial management with AI,snowsky,https://www.yourfinanceworks.com,47212707,"Show HN: YourFinanceWORKS – Open-source financial management with AI. Hey HN, I've been building YourFinanceWORKS, a comprehensive open-source financial management platform that combines enterprise-grade features with AI-powered automation. Think of it as a self-hosted alternative to QuickBooks/Xero with advanced capabilities. ## What makes this interesting for HN: *Technical Architecture:* - Multi-tenant design with database-per-tenant isolation - FastAPI + PostgreSQL + Redis + Kafka stack - AI-powered OCR using vision models (95%+ accuracy) - Event-driven architecture with background processing - Plugin system for extensibility - Docker deployment with production-ready configuration *AI Integration:* - Receipt/invoice OCR with structured data extraction - Natural language queries (""Show me overdue invoices"") - Fraud detection and anomaly analysis - Risk scoring for financial documents - Configurable prompt management with versioning *Key Features:* - Professional invoicing with AI templates - Automated bank reconciliation - Multi-level approval workflows - Real-time financial dashboards - Advanced audit trails and compliance - Investment portfolio tracking plugins *Open Source Innovation:* - Dual-licensing model (AGPL for core, Commercial for enterprise) - Transparent AI prompt engineering - Community plugin ecosystem - Comprehensive documentation (100+ pages) ## Why I built this: After paying thousands for financial software that didn't meet our needs, I wanted to create something that: - Respects user privacy (self-hosted) - Provides enterprise features without enterprise pricing - Leverages modern AI for actual automation (not just buzzwords) - Has a transparent, extensible architecture ## Quick start: ```bash git clone https://github.com/snowsky/yourfinanceworks.git cd yourfinanceworks docker-compose up --build -d ``` ## Interesting technical challenges solved: - Secure multi-tenancy at database level - High-accuracy financial document OCR - Real-time financial dashboards with WebSocket updates - Configurable approval workflows with AI validation - Cross-tenant analytics while maintaining isolation The project is production-ready with comprehensive documentation, automated tests, and deployment guides. *GitHub:* https://github.com/snowsky/yourfinanceworks Would love feedback from the HN community on the architecture, AI implementation, or any aspect of the system. What features would make this compelling for your use case?"
Pricing & Monetization Concerns,2,film,Show HN: Declare AI – open standard for AI content disclosure,BetterToBest,https://declare-ai.github.io/declare-ai/declare-ai-devteam.html,47146360,"Show HN: Declare AI – open standard for AI content disclosure. I'm not a developer — I'm the person who came up with this idea and built an interactive prototype with Claude's help. I'm posting here because this is exactly the kind of project that needs real engineers to take it somewhere. The idea: a declare-ai.json file that any creator, platform, or AI tool can publish alongside content — declaring what percentage was written, coded, illustrated, or researched by AI versus humans, which tools were used, and who the human contributors are. A lightweight embeddable widget displays it as a collapsible pie chart. A browser extension auto-detects it on any page. A community forum handles disputes. Think Creative Commons, but for AI provenance. Or a nutrition label, but for intelligence. The demo is a full interactive developer briefing — architecture diagram, JSON schema, forum mockup with a real dispute thread example, tech stack recommendation, and phased roadmap. The widget on the page declares itself. I've gifted it as MIT. I'm looking for developers who want to own this with me. GitHub: https://github.com/Declare-AI/declare-ai Live demo: https://declare-ai.github.io/declare-ai/declare-ai-devteam.h... Genuinely open to all feedback — including ""this already exists and here's why it won't work."""
Pricing & Monetization Concerns,3,film,Show HN: QueryVeil – An AI data analyst that investigates your data,david-rodriguez,https://www.queryveil.com,47141207,"Show HN: QueryVeil – An AI data analyst that investigates your data. Hi HN, I built QueryVeil because I was tired of two things: (1) uploading data to third-party tools, and (2) AI tools that just translate English to one SQL query and call it done. QueryVeil is an AI data analyst that actually investigates. When you ask ""why did revenue drop last month?"", it doesn't just run one query — it plans an approach, runs multiple queries, self-corrects when it hits errors, and builds a report with its findings. Like a junior analyst who happens to live in your browser tab. Everything runs client-side: - *DuckDB WASM* for SQL execution — your data never leaves your machine - *WebLLM* for local AI (Llama via WebGPU) — no API keys, no server costs - *LangGraph agent* for multi-step investigations with tool use What it actually does: - Drop in CSV, Excel, JSON, or Parquet files (or connect to Postgres, MySQL, BigQuery) - Get an instant data brief — row counts, column profiles, anomaly detection, data quality warnings — before you ask anything - Ask questions in plain English. The AI agent runs multiple queries, self-corrects SQL errors (up to 3 retries), and generates charts automatically - Proactive insights: correlation detection, outlier flagging, duplicate detection, temporal gap analysis — runs automatically on every new table - Four modes: Chat, SQL editor (with schema-aware autocomplete), Jupyter-style notebooks (with cell references and variables), and a drag-and-drop report builder - Share reports and notebooks via public links, embed them, or schedule email delivery - Command palette (Cmd+K) for quick actions Free tier: local AI (WebLLM/Ollama), unlimited files, all four modes, auto-insights. Pro ($19/mo or $190/yr): 12+ cloud models via OpenRouter (Claude, GPT-4o, Gemini, DeepSeek, Llama, etc.), database connections, sharing, scheduled reports. 14-day free trial. Technical details: - Nuxt 4, Vue 3, Pinia, TailwindCSS - DuckDB WASM handles millions of rows in the browser - LangGraph StateGraph with ReAct loop — the agent has tools for SQL execution, schema inspection, column stats, and creating notebooks/reports - Self-correction: when SQL fails, the error + schema context goes back to the AI for auto-fix - WebLLM runs Llama-3.2-3B via WebGPU — zero server cost for the free tier - Ollama support for people who prefer running models locally - Server-side: Supabase (auth + Postgres), Stripe billing, OpenRouter proxy with model allowlist Try the demo instantly — no signup, no email: https://app.queryveil.com/demo It loads sample ecommerce data, auto-profiles it, shows proactive insights, and lets you chat or write SQL. Everything runs in your browser. Landing page: https://www.queryveil.com Solo developer, would love feedback — especially on the agent behavior and whether the proactive insights are useful or noisy."
